1. New England Patriots,"Home: Buffalo Bills, Miami Dolphins, New York Jets, Green Bay Packers, Houston Texans, Indianapolis Colts, Kansas City Chiefs, Minnesota Vikings","Away: Buffalo Bills, Miami Dolphins, New York Jets, Chicago Bears, Detroit Lions, Jacksonville Jaguars, Pittsburgh Steelers, Tennessee Titans"
2. Buffalo Bills,"Home: Miami Dolphins, New England Patriots, New York Jets, Chicago Bears, Detroit Lions, Jacksonville Jaguars, Los Angeles Chargers, Tennessee Titans","Away: Miami Dolphins, New England Patriots, New York Jets, Baltimore Ravens, Green Bay Packers, Houston Texans, Indianapolis Colts, Minnesota Vikings"
3. Miami Dolphins,"Home: Buffalo Bills, New England Patriots, New York Jets, Chicago Bears, Detroit Lions, Jacksonville Jaguars, Oakland Raiders, Tennessee Titans","Away: Buffalo Bills, New England Patriots, New York Jets, Cincinnati Bengals, Green Bay Packers, Houston Texans, Indianapolis Colts, Minnesota Vikings"
4. New York Jets,"Home: Buffalo Bills, Miami Dolphins, New England Patriots, Denver Broncos, Green Bay Packers, Houston Texans, Indianapolis Colts, Minnesota Vikings","Away: Buffalo Bills, Miami Dolphins, New England Patriots, Chicago Bears, Cleveland Browns, Detroit Lions, Jacksonville Jaguars, Tennessee Titans"
1. Pittsburgh Steelers ,"Home: Baltimore Ravens, Cincinnati Bengals, Cleveland Browns, Atlanta Falcons, Carolina Panthers, Kansas City Chiefs, Los Angeles Chargers, New England Patriots","Away: Baltimore Ravens, Cincinnati Bengals, Cleveland Browns, Denver Broncos, Jacksonville Jaguars, New Orleans Saints, Oakland Raiders, Tampa Bay Buccaneers"
2. Baltimore Ravens,"Home: Cincinnati Bengals, Cleveland Browns, Pittsburgh Steelers, Buffalo Bills, Denver Broncos, New Orleans Saints, Oakland Raiders, Tampa Bay Buccaneers","Away: Cincinnati Bengals, Cleveland Browns, Pittsburgh Steelers, Atlanta Falcons, Carolina Panthers, Kansas City Chiefs, Los Angeles Chargers, Tennessee Titans"
3. Cincinnati Bengals,"Home: Baltimore Ravens, Cleveland Browns, Pittsburgh Steelers, Denver Broncos, Miami Dolphins, New Orleans Saints, Oakland Raiders, Tampa Bay Buccaneers","Away: Baltimore Ravens, Cleveland Browns, Pittsburgh Steelers, Atlanta Falcons, Carolina Panthers, Indianapolis Colts, Kansas City Chiefs, Los Angeles Chargers"
4. Cleveland Browns,"Home: Baltimore Ravens, Cincinnati Bengals, Pittsburgh Steelers, Atlanta Falcons, Carolina Panthers, Kansas City Chiefs, Los Angeles Chargers, New York Jets","Away: Baltimore Ravens, Cincinnati Bengals, Pittsburgh Steelers, Denver Broncos, Houston Texans, New Orleans Saints, Oakland Raiders, Tampa Bay Buccaneers"
1. Jacksonville Jaguars,"Home: Houston Texans, Indianapolis Colts, Tennessee Titans, New England Patriots, New York Jets, Philadelphia Eagles, Pittsburgh Steelers, Washington Redskins","Away: Houston Texans, Indianapolis Colts, Tennessee Titans, Buffalo Bills, Dallas Cowboys, Kansas City Chiefs, Miami Dolphins, New York Giants"
2. Tennessee Titans,"Home: Houston Texans, Indianapolis Colts, Jacksonville Jaguars, Baltimore Ravens, New England Patriots, New York Jets, Philadelphia Eagles, Washington Redskins","Away: Houston Texans, Indianapolis Colts, Jacksonville Jaguars, Buffalo Bills, Dallas Cowboys, Los Angeles Chargers, Miami Dolphins, New York Giants"
3. Indianapolis Colts ,"Home: Houston Texans, Jacksonville Jaguars, Tennessee Titans, Buffalo Bills, Cincinnati Bengals, Dallas Cowboys, Miami Dolphins, New York Giants","Away: Houston Texans, Jacksonville Jaguars, Tennessee Titans, New England Patriots, New York Jets, Oakland Raiders, Philadelphia Eagles, Washington Redskins"
4. Houston Texans,"Home: Indianapolis Colts, Jacksonville Jaguars, Tennessee Titans, Buffalo Bills, Cleveland Browns, Dallas Cowboys, Miami Dolphins, New York Giants","Away: Indianapolis Colts, Jacksonville Jaguars, Tennessee Titans, Denver Broncos, New England Patriots, New York Jets, Philadelphia Eagles, Washington Redskins"
1. Kansas City Chiefs,"Home: Denver Broncos, Los Angeles Chargers, Oakland Raiders, Arizona Cardinals, Baltimore Ravens, Cincinnati Bengals, Jacksonville Jaguars, San Francisco 49ers","Away: Denver Broncos, Los Angeles Chargers, Oakland Raiders, Cleveland Browns, Los Angeles Rams, New England Patriots, Pittsburgh Steelers, Seattle Seahawks"
2. Los Angeles Chargers,"Home: Denver Broncos, Kansas City Chiefs, Oakland Raiders, Arizona Cardinals, Baltimore Ravens, Cincinnati Bengals, San Francisco 49ers, Tennessee Titans","Away: Denver Broncos, Kansas City Chiefs, Oakland Raiders, Buffalo Bills, Cleveland Browns, Los Angeles Rams, Pittsburgh Steelers, Seattle Seahawks"
3. Oakland Raiders,"Home: Denver Broncos, Kansas City Chiefs, Los Angeles Chargers, Cleveland Browns, Indianapolis Colts, Los Angeles Rams, Pittsburgh Steelers, Seattle Seahawks","Away: Denver Broncos, Kansas City Chiefs, Los Angeles Chargers, Arizona Cardinals, Baltimore Ravens, Cincinnati Bengals, Miami Dolphins, San Francisco 49ers"
4. Denver Broncos,"Home: Kansas City Chiefs, Los Angeles Chargers, Oakland Raiders, Cleveland Browns, Houston Texans, Los Angeles Rams, Pittsburgh Steelers, Seattle Seahawks","Away: Kansas City Chiefs, Los Angeles Chargers, Oakland Raiders, Arizona Cardinals, Baltimore Ravens, Cincinnati Bengals, New York Jets, San Francisco 49ers"
1. Philadelphia Eagles,"Home: Dallas Cowboys, New York Giants, Washington Redskins, Atlanta Falcons, Carolina Panthers, Houston Texans, Indianapolis Colts, Minnesota Vikings","Away: Dallas Cowboys, New York Giants, Washington Redskins, Jacksonville Jaguars, Los Angeles Rams, New Orleans Saints, Tampa Bay Buccaneers, Tennessee Titans"
2. Dallas Cowboys,"Home: New York Giants, Philadelphia Eagles, Washington Redskins, Detroit Lions, Jacksonville Jaguars, New Orleans Saints, Tampa Bay Buccaneers, Tennessee Titans","Away: New York Giants, Philadelphia Eagles, Washington Redskins, Atlanta Falcons, Carolina Panthers, Houston Texans, Indianapolis Colts, Seattle Seahawks"
3. Washington Redskins,"Home: Dallas Cowboys, New York Giants, Philadelphia Eagles, Atlanta Falcons, Carolina Panthers, Green Bay Packers, Houston Texans, Indianapolis Colts","Away: Dallas Cowboys, New York Giants, Philadelphia Eagles, Arizona Cardinals, Jacksonville Jaguars, New Orleans Saints, Tampa Bay Buccaneers, Tennessee Titans"
4. New York Giants,"Home: Dallas Cowboys, Philadelphia Eagles, Washington Redskins, Chicago Bears, Jacksonville Jaguars, New Orleans Saints, Tampa Bay Buccaneers, Tennessee Titans","Away: Dallas Cowboys, Philadelphia Eagles, Washington Redskins, Atlanta Falcons, Carolina Panthers, Houston Texans, Indianapolis Colts, San Francisco 49ers"
1. Minnesota Vikings,"Home: Chicago Bears, Detroit Lions, Green Bay Packers, Arizona Cardinals, Buffalo Bills, Miami Dolphins, New Orleans Saints, San Francisco 49ers","Away: Chicago Bears, Detroit Lions, Green Bay Packers, Los Angeles Rams, New England Patriots, New York Jets, Philadelphia Eagles, Seattle Seahawks"
2. Detroit Lions,"Home: Chicago Bears, Green Bay Packers, Minnesota Vikings, Carolina Panthers, Los Angeles Rams, New England Patriots, New York Jets, Seattle Seahawks","Away: Chicago Bears, Green Bay Packers, Minnesota Vikings, Arizona Cardinals, Buffalo Bills, Dallas Cowboys, Miami Dolphins, San Francisco 49ers"
3. Green Bay Packers,"Home: Chicago Bears, Detroit Lions, Minnesota Vikings, Arizona Cardinals, Atlanta Falcons, Buffalo Bills, Miami Dolphins, San Francisco 49ers","Away: Chicago Bears, Detroit Lions, Minnesota Vikings, Los Angeles Rams, New England Patriots, New York Jets, Seattle Seahawks, Washington Redskins"
4. Chicago Bears,"Home: Detroit Lions, Green Bay Packers, Minnesota Vikings, Los Angeles Rams, New England Patriots, New York Jets, Seattle Seahawks, Tampa Bay Buccaneers","Away: Detroit Lions, Green Bay Packers, Minnesota Vikings, Arizona Cardinals, Buffalo Bills, Miami Dolphins, New York Giants, San Francisco 49ers"
1. New Orleans Saints,"Home: Atlanta Falcons, Carolina Panthers, Tampa Bay Buccaneers, Cleveland Browns, Los Angeles Rams, Philadelphia Eagles, Pittsburgh Steelers, Washington Redskins","Away: Atlanta Falcons, Carolina Panthers, Tampa Bay Buccaneers, Baltimore Ravens, Cincinnati Bengals, Dallas Cowboys, Minnesota Vikings, New York Giants"
2. Carolina Panthers,"Home: Atlanta Falcons, New Orleans Saints, Tampa Bay Buccaneers, Baltimore Ravens, Cincinnati Bengals, Dallas Cowboys, New York Giants, Seattle Seahawks","Away: Atlanta Falcons, New Orleans Saints, Tampa Bay Buccaneers, Cleveland Browns, Detroit Lions, Philadelphia Eagles, Pittsburgh Steelers, Washington Redskins"
3. Atlanta Falcons,"Home: Carolina Panthers, New Orleans Saints, Tampa Bay Buccaneers, Arizona Cardinals, Baltimore Ravens, Cincinnati Bengals, Dallas Cowboys, New York Giants","Away: Carolina Panthers, New Orleans Saints, Tampa Bay Buccaneers, Cleveland Browns, Green Bay Packers, Philadelphia Eagles, Pittsburgh Steelers, Washington Redskins"
4. Tampa Bay Buccaneers,"Away: Carolina Panthers, New Orleans Saints, Tampa Bay Buccaneers, Cleveland Browns, Green Bay Packers, Philadelphia Eagles, Pittsburgh Steelers, Washington Redskins","Away: Atlanta Falcons, Carolina Panthers, New Orleans Saints, Baltimore Ravens, Chicago Bears, Cincinnati Bengals, Dallas Cowboys, New York Giants"
1. Los Angeles Rams ,"Home: Arizona Cardinals, San Francisco 49ers, Seattle Seahawks, Green Bay Packers, Kansas City Chiefs, Los Angeles Chargers, Minnesota Vikings, Philadelphia Eagles","Away: Arizona Cardinals, San Francisco 49ers, Seattle Seahawks, Chicago Bears, Denver Broncos, Detroit Lions, New Orleans Saints, Oakland Raiders"
2. Seattle Seahawks,"Home: Arizona Cardinals, Los Angeles Rams, San Francisco 49ers, Dallas Cowboys, Green Bay Packers, Kansas City Chiefs, Los Angeles Chargers, Minnesota Vikings","Away: Arizona Cardinals, Los Angeles Rams, San Francisco 49ers, Carolina Panthers, Chicago Bears, Denver Broncos, Detroit Lions, Oakland Raiders"
3. Arizona Cardinals,"Home: Los Angeles Rams, San Francisco 49ers, Seattle Seahawks, Chicago Bears, Denver Broncos, Detroit Lions, Oakland Raiders, Washington Redskins","Away: Los Angeles Rams, San Francisco 49ers, Seattle Seahawks, Atlanta Falcons, Green Bay Packers, Kansas City Chiefs, Los Angeles Chargers, Minnesota Vikings"
4. San Francisco 49ers,"Home: Arizona Cardinals, Los Angeles Rams, Seattle Seahawks, Chicago Bears, Denver Broncos, Detroit Lions, New York Giants, Oakland Raiders","Away: Arizona Cardinals, Los Angeles Rams, Seattle Seahawks, Green Bay Packers, Kansas City Chiefs, Los Angeles Chargers, Minnesota Vikings, Tampa Bay Buccaneers"
,,
